Name	Brewery	Style	ABV	IBU	Location	Brewery_Website	Out_of_Production
Serafijn Tripel	Pirlot	Tripel	8.0	N/A	Zandhoven	https://www.brouwerijpirlot.be/	N/A
Serafijn Gold	Pirlot	Blonde ale	7.2	N/A	Zandhoven	https://www.brouwerijpirlot.be/	N/A
Serafijn Grand Cru	Pirlot	Amber ale	9.0	N/A	Zandhoven	https://www.brouwerijpirlot.be/	N/A
Celtic Angel	Brouwerij Serafijn	Ale	6.2	N/A	Itegem	N/A	N/A
Serafijn tarwe	Pirlot	Witbier	6.2	N/A	Zandhoven	https://www.brouwerijpirlot.be/	No longer in production
Ritmica Goud	Gistgeest	Blond	6.1	N/A	Deurne	https://www.gistgeest.be	N/A
Affligem Patersvat Blond	Affligem	Blond	6.8	N/A	Opwijk	https://www.affligembeer.com/be/nl/homepage	N/A
Anker bok	Het Anker	Bokbier	6.5	N/A	Mechelen	https://www.hetanker.be/nl	N/A
Atomium Premier Grand Cru	Van Steenberge	Sterke ale	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Sint-Ursula Drinkt	Gistgeest	Blond	6.0	N/A	Deurne	https://www.gistgeest.be	N/A
Blanche des Neiges	Huyghe	Witbier	5.0	N/A	Melle	https://www.delirium.be/nl	N/A
Tropical Tripel	Gistgeest	Tripel	9.5	35.0	Deurne	https://www.gistgeest.be	N/A
Bock Premium Pils	Palm	Pils	5.0	N/A	Steenhuffel	https://www.palm.be/nl/	N/A
Boerinneken	Verstraeten H & S	Tripel	9.5	N/A	Beveren-Waas	https://boerkenenboerinneken.be/	N/A
Boerken	Verstraeten H & S	Sterke ale donker	9.5	N/A	Beveren-Waas	https://boerkenenboerinneken.be/	N/A
Brigand	Van Honsebrouck	Sterke ale	9.0	N/A	Izegem	https://www.vanhonsebrouck.be/	N/A
Brugge Tripel	De Gouden Boom	Tripel	8.7	31.0	Steenhuffel	https://www.palm.be/nl/degoudenboom	N/A
Brugge Blond	De Gouden Boom	Blond	6.5	N/A	Steenhuffel	https://www.palm.be/nl/degoudenboom	No longer in production
Steenbrugge Dubbel bruin	De Gouden Boom	Dubbel abdij	6.5	23.0	Steenhuffel	https://www.palm.be/nl/degoudenboom	N/A
Steenbrugge Tripel	De Gouden Boom	Tripel	8.7	N/A	Steenhuffel	https://www.palm.be/nl/degoudenboom	N/A
Ciney Blonde	Alken-Maes	Blond	7.0	N/A	Alken	https://www.alken-maes.be/	N/A
De Graal Blond	De Graal	Blond	6.5	N/A	Brakel	https://degraal.be/	N/A
De Graal Dubbel	De Graal	Dubbel abdij	6.5	N/A	Brakel	https://degraal.be/	N/A
De Graal Gember	De Graal	Kruidenbier	8.0	N/A	Brakel	https://degraal.be/	N/A
De Graal Special	De Graal	Sterke ale	8.5	N/A	Brakel	https://degraal.be/	N/A
De Graal Tripel	De Graal	Tripel	9.0	N/A	Brakel	https://degraal.be/	N/A
De Koninck blond	De Koninck	Blond	6.0	N/A	Antwerpen	https://www.dekoninck.be/	N/A
De Koninck tripel	De Koninck	Tripel	8.0	N/A	Antwerpen	https://www.dekoninck.be/	N/A
De Koninck	De Koninck	Ale	5.2	N/A	Antwerpen	https://www.dekoninck.be/	N/A
Saison Speciale Amarillo	Fantome	Saison	8.0	N/A	Soy	http://www.fantome.be	N/A
Cuvee De Koninck	De Koninck	Sterke ale	8.0	N/A	Antwerpen	https://www.dekoninck.be/	N/A
Ne Kopstoot	Brunehaut	Ale	7.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
Belle de Pevele	Brunehaut	Ale	7.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
Biere Du Mont Saint - Aubert	Brunehaut	Sterke ale	8.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
Hefe Weisse Naturtrüb	Brasserie de la Mule	Witbier	5.4	N/A	Brussel	https://brasseriedelamule.wixsite.com/mon-site	N/A
Bio Blanche	Brunehaut	Witbier	5.0	N/A	Rogny-brunehaut	https://brunehaut.com/	No longer in production
Beiverken	BeerSelect - Gent	Blond	7.3	N/A	Sint-Denijs-Westrem	https://www.beerselect.be/	N/A
Bar Bier	Boelens	Tripel	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Noel	Brunehaut	Kerstbier	8.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
Makasi	Brunehaut	Dubbel abdij	8.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
L' Ecume des Jours	Brunehaut	Sterke ale	7.0	N/A	Rogny-brunehaut	https://brunehaut.com/	No longer in production
Pere Abbe Blond	Du Bocq	Blond	6.3	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Pere Abbe Bruin	Du Bocq	Dubbel abdij	6.5	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Rameé Ambree	Abdij van La Ramée	Tripel	7.5	N/A	Jauchelette-Jodogne	http://www.ramee.be/NL/Products.aspx	N/A
Ramée Blonde	Abdij van La Ramée	Blond	8.0	N/A	Jauchelette-Jodogne	http://www.ramee.be/NL/Products.aspx	N/A
St-Martin Blond	Brunehaut	Blonde ale	7.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
St-Martin Lumière d'hiver	Brunehaut	Massieve ale	8.0	N/A	Rogny-brunehaut	https://brunehaut.com/	No longer in production
St-Amand	Brunehaut	Blonde ale	7.0	N/A	Rogny-brunehaut	https://brunehaut.com/	N/A
Triverius	De Graal	Witbier	6.8	N/A	Brakel	https://degraal.be/	N/A
Bombastic	Brussels Beer Project	IPA	6.4	45.0	Brussel	http://beerproject.be/?lang=nl	N/A
Culture Clash	Gistgeest	IPA	5.5	N/A	Deurne	https://www.gistgeest.be	N/A
Bornem dubbel	Van Steenberge	Dubbel abdij	7.2	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bornem tripel	Van Steenberge	Tripel	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Gulden Draak	Van Steenberge	Sterke ale	10.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Cuvee des Trolls	Dubuisson	Ale	7.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Bush Amber	Dubuisson	Sterke ale	12.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	No longer in production
Bush blond	Dubuisson	Blond	10.5	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Bush de noel	Dubuisson	Kerstbier	12.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Bush Prestige	Dubuisson	Gerstewijn - Barley wine - vin d'orge	13.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	N/A
Bush 7%	Dubuisson	Strong Dark Ale	8.0	N/A	Pipaix-Leuze	https://www.dubuisson.com/	No longer in production
De Verboden Vrucht	Hoegaarden	Sterke ale	8.5	25.0	Hoegaarden	https://hoegaarden.com/	N/A
Hoegaarden Grand Cru	Hoegaarden	Sterke ale	8.7	N/A	Hoegaarden	https://hoegaarden.com/	N/A
Hoegaarden Witbier	Hoegaarden	Witbier	4.9	13.0	Hoegaarden	https://hoegaarden.com/	N/A
Hoegaarden Speciale	Hoegaarden	Witbier	5.6	N/A	Hoegaarden	https://hoegaarden.com/	N/A
Arend tripel	De Ryck	Tripel	8.0	N/A	Herzele	https://brouwerijderyck.be/nl/	N/A
Flavas	De Feniks	Blond	5.7	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Biere de Beloeil	Dupont	Bière de Garde	8.5	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Moinette blonde	Dupont	Blond	8.5	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Moinette brune	Dupont	Donker	8.5	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Saison Dupont	Dupont	Saison	6.5	35.0	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Avec Les Bons Voeux	Dupont	Tripel	9.5	37.0	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Cervesia	Dupont	Ale	8.0	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Redor Pils	Dupont	Pils	5.0	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Biolégère	Dupont	Saison	3.5	24.0	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Biere de miel bio	Dupont	Honingbier	8.0	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Blanche De Hainaut Biologique	Dupont	Witbier	5.5	N/A	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Moinette Biologique	Dupont	Sterke ale	7.5	31.0	Tourpes-Leuze	https://www.brasserie-dupont.com/nl	N/A
Santé-23!	Fantome	Saison	7.5	N/A	Soy	http://www.fantome.be	N/A
Berenbier	Van Steenberge	Blond	7.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bieken	Boelens	Honingbier	8.0	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Santa Bee	Boelens	Donker	8.5	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Pa-Gijs	Boelens	Sterke ale	7.5	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Prinsesken	Boelens	Fruitbier	6.5	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Waaslander	Boelens	Blonde ale	6.0	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Waase wolf	Boelens	Amber ale	6.5	N/A	Belsele	https://www.brouwerijboelens.be/	N/A
Bios Vlaamse Bourgogne	Van Steenberge	Rood bruin	5.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bière des Ours	La Binchoise	Sterke ale	8.5	22.0	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	N/A
Binchoise Blonde	La Binchoise	Blond	6.5	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	N/A
Binchoise Brune Tradition	La Binchoise	Donker	8.2	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	N/A
Cuvee de Trazegnies Speciale de Noel	La Binchoise	Sterke ale	8.5	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	N/A
Flora	La Binchoise	Ale	7.0	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	N/A
Blanche de Namur	Du Bocq	Witbier	4.5	10.0	Purnode-Yvoir	http://www.bocq.be	N/A
Redbocq	Du Bocq	Fruitbier	3.1	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Applebocq	Du Bocq	Fruitbier	3.1	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Saison Regal	Du Bocq	Saison	5.5	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Saint Benoit Blond	Du Bocq	Blond	6.3	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Saint Benoit Brune	Du Bocq	Donker	6.5	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Triple Moine	Du Bocq	Tripel	7.3	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Deugniet	Du Bocq	Tripel	7.3	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Gauloise Brune	Du Bocq	Donker	8.1	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Gauloise Ambrée	Du Bocq	Ale	5.5	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Gauloise Blonde	Du Bocq	Blond	6.3	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Regal Christmas	Du Bocq	Dubbel abdij	8.1	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Bloemenbier	Proefbrouwerij	Kruidenbier	7.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Scotch	De Vlier	Scotch	8.0	N/A	Holsbeek	https://www.brouwerij-devlier.com/	N/A
Braven Apostel Kerstbier - nu Braven Apostel donker	Braven Apostel	Sterke ale	10.0	N/A	Slijpe	http://bravenapostel.be	N/A
Braven Apostel Tripel	Braven Apostel	Tripel	8.0	N/A	Slijpe	http://bravenapostel.be	N/A
Dale Blond	Proefbrouwerij	Blond	6.5	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Gageleer Original	Gageleer	Kruidenbier	7.5	N/A	Turnhout	https://www.gageleer.be	N/A
Koantjesbier	VACAS	Sterke ale	7.1	N/A	Adegem	N/A	N/A
Nazareth 2000	Proefbrouwerij	nbekend - Unknown - Inconnu	6.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Nog eentje tripel	Proefbrouwerij	Tripel	6.5	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Reinaert Grand Cru	Proefbrouwerij	Sterke ale	9.5	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Rick's Kersenbier	Proefbrouwerij	Fruitbier	7.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Shii-take	Proefbrouwerij	Kruidenbier	9.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Sjarelke donker	Proefbrouwerij	Donker	7.5	N/A	Lochristi	http://www.proefbrouwerij.com	No longer in production
Vlaamse Primitief	Proefbrouwerij	Wilde ale	9.0	N/A	Lochristi	http://www.proefbrouwerij.com	No longer in production
Wilderik	Proefbrouwerij	Blonde ale	6.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Zeunt	Proefbrouwerij	Blonde ale	7.0	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Palm (speciale)	Palm	Ale	5.4	N/A	Steenhuffel	https://www.palm.be/nl/	N/A
Dobbel Palm	Palm	Ale	5.5	N/A	Steenhuffel	https://www.palm.be/nl/	N/A
Palm Royale	Palm	Sterke ale	7.5	N/A	Steenhuffel	https://www.palm.be/nl/	N/A
Rodenbach Classic	Rodenbach	Rood bruin	5.2	9.0	Roeselare	https://be.rodenbach.be/be/nl/age-gate.html?redirect=%2Fbe%2Fnl.html	N/A
Rodenbach Grand Cru	Rodenbach	Rood bruin	6.0	8.0	Roeselare	https://be.rodenbach.be/be/nl/age-gate.html?redirect=%2Fbe%2Fnl.html	N/A
Eyjafjallajökull	Puffin Brewery	Barleywine	12.0	20.0	Membruggen	https://www.puffinbrewery.be	N/A
Blondine	Van Steenberge	Blond	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	No longer in production
Brunette	Van Steenberge	Sterke ale	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	No longer in production
Strokkur	Puffin Brewery	Tripel	8.0	24.0	Membruggen	https://www.puffinbrewery.be	N/A
Achel 7 Bruin	De Achelse Kluis - Achel	Donker	7.0	N/A	HAMONT-ACHEL	https://achelsekluis.org/nl	N/A
Den Beversen Tripel	Stanium	Tripel	8.0	N/A	Beveren	https://www.stanium.be/	N/A
Jackie's Badwater	BramBrass	IPA	5.0	40.0	 Heestert	N/A	N/A
Pimp Your Rye	De Feniks	Saison	7.8	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Delirium Christmas	Huyghe	Sterke ale	10.0	N/A	Melle	https://www.delirium.be/nl	N/A
Delirium Nocturnum	Huyghe	Sterke ale	8.5	N/A	Melle	https://www.delirium.be/nl	N/A
Delirium Tremens	Huyghe	Sterke ale	8.5	N/A	Melle	https://www.delirium.be/nl	N/A
Biere de Corsaire	Huyghe	Sterke ale	9.4	N/A	Melle	https://www.delirium.be/nl	N/A
Campus	Huyghe	Ale	7.0	N/A	Melle	https://www.delirium.be/nl	N/A
Campus Gold	Huyghe	Ale	6.2	N/A	Melle	https://www.delirium.be/nl	N/A
Golden Kenia	Huyghe	Pils	5.0	N/A	Melle	https://www.delirium.be/nl	N/A
La Guillotine	Huyghe	Sterke ale	8.5	N/A	Melle	https://www.delirium.be/nl	N/A
La Poiluchette Blanche de Thy	Huyghe	Witbier	5.0	N/A	Melle	https://www.delirium.be/nl	N/A
La Poiluchette Blonde	Huyghe	Blond	7.5	N/A	Melle	https://www.delirium.be/nl	N/A
La Poiluchette Brune	Huyghe	Donker	7.5	N/A	Melle	https://www.delirium.be/nl	N/A
Minty	Huyghe	Kruidenbier	4.3	N/A	Melle	https://www.delirium.be/nl	No longer in production
Gulden Spoor 1302	De Feniks	Pils	5.2	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Mongozo Banana	Huyghe	Fruitbier	3.6	N/A	Melle	https://www.delirium.be/nl	N/A
Mongozo Coconut	Huyghe	Fruitbier	3.6	N/A	Melle	https://www.delirium.be/nl	N/A
Mongozo Quinua	Huyghe	Fruitbier	5.9	N/A	Melle	https://www.delirium.be/nl	N/A
St. Idesbald Blond	Sint-Idesbald	Blonde ale	6.5	23.0	Sint-Idesbald	N/A	N/A
St. Idesbald Dubbel	Sint-Idesbald	Dubbel abdij	8.0	N/A	Sint-Idesbald	N/A	N/A
St. Idesbald Tripel	Sint-Idesbald	Tripel	9.0	N/A	Sint-Idesbald	N/A	N/A
Blanche de Noel	Du Bocq	Witbier	4.2	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Ciney Brune	Alken-Maes	Donker	7.0	N/A	Alken	https://www.alken-maes.be/	N/A
Ciney Speciale	Alken-Maes	Sterke ale	8.5	N/A	Alken	https://www.alken-maes.be/	No longer in production
Corsendonk Agnus	Corsendonk	Tripel	7.5	22.0	Turnhout	https://www.corsendonk.com/nl	N/A
Corsendonk Christmas Ale	Corsendonk	Sterke ale	8.1	N/A	Turnhout	https://www.corsendonk.com/nl	N/A
The Knight's Ale	Du Bocq	Blonde ale	6.0	N/A	Purnode-Yvoir	http://www.bocq.be	N/A
Bière des Cyclistes	Du Bocq	Blond	6.0	N/A	Purnode-Yvoir	http://www.bocq.be	No longer in production
Croy Blond	Van Steenberge	Blond	6.8	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Croy Dubbel	Van Steenberge	Dubbel abdij	7.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Abdij van Roosenberg Tripel	Van Steenberge	Tripel	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Abdij van Roosenberg blond	Van Steenberge	Blond	7.2	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Abdij van Roosenberg Dubbel	Van Steenberge	Dubbel	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Abdij van Roosenberg Pils	Van Steenberge	Pils	5.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bassevelds Ezelsbier	Van Steenberge	Gerstewijn - Barley wine - vin d'orge	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Belgissimus	Van Steenberge	Tripel	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Biere du Boucanier Dark	Icobes	Sterke ale	9.0	N/A	Evergem	https://www.biereduboucanier.be	N/A
Biere du Boucanier Red	Icobes	Sterke ale	7.0	N/A	Evergem	https://www.biereduboucanier.be	N/A
Bios Hop en Mout Blond	Van Steenberge	Blond	2.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bios Hop en Mout Bruin	Van Steenberge	Laag alcoholisch	2.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bios Kriekenbier	Van Steenberge	Fruitbier krieken	5.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Bruegel	Van Steenberge	Ale	5.2	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Corsendonk Pater	Corsendonk	Bubbel abdij	7.5	N/A	Turnhout	https://www.corsendonk.com/nl	N/A
Jazz Black Cognac Magic	De Feniks	Stout	11.0	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Drakson Red	Van Steenberge	nbekend - Unknown - Inconnu	8.6	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Ertvelds Wit	Van Steenberge	Witbier	5.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Ever	Van Steenberge	Ale	5.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Gentse Tripel	Van Steenberge	Honingbier	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Gravensteenbier Tripel	Van Steenberge	Tripel	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Gulden Draak Vintage	Van Steenberge	Sterke ale	7.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Keizersberg	Van Steenberge	Tripel	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Leute bokbier	Van Steenberge	Sterke ale	7.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Lowie Kators	Van Steenberge	nbekend - Unknown - Inconnu	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Maerlant Damse Tripel	Van Steenberge	nbekend - Unknown - Inconnu	9.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Monseigneur	Van Steenberge	Sterke ale	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Monseigneur Grand Cru	Van Steenberge	nbekend - Unknown - Inconnu	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
nen Turf	Van Steenberge	Sterke ale	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Mam’zèle Di Bassîndje	Monalixa	Amber	6.5	N/A	Roclenge-Sur-Geer	http://monalixa.be/	N/A
Once You Go Black	De Feniks	IPA	5.0	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Piraat (10.5)	Van Steenberge	Sterke ale	10.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Sioen (Maeseyker Kloosterbier)	Van Steenberge	nbekend - Unknown - Inconnu	11.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Sparta Pils	Van Steenberge	Pils	5.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Spitfire Oud Balegems	Van Steenberge	Sterke ale blond	8.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
St. Adriaans Abdijbier Donker	Van Steenberge	Dubbel abdij	6.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Stropken	Van Steenberge	Amber ale	7.0	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Tremeloos Damiaanbier	Van Steenberge	Amber ale	6.5	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Saturnalia	De Feniks	Donker	10.5	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Vivty	De Feniks	Strong Dark Ale	10.2	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Yersekes Mosselbier	Van Steenberge	Blonde ale	5.2	N/A	Ertvelde	https://www.vansteenberge.com/nl	N/A
Czaar Peter	Proefbrouwerij	Stout	8.5	N/A	Lochristi	http://www.proefbrouwerij.com	N/A
Dikke Mathile	Strubbe	Ale	6.0	32.0	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Couckelaerschen Doedel	Strubbe	Kruidenbier	6.0	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Dobbelken bruin	Strubbe	Ale	4.25	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
X Marks the Spot	De Feniks	Strong Dark Ale	12.5	N/A	Heule 	https://brouwerijdefeniks.be	N/A
Hoeve bier	Strubbe	Ale	6.5	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Houten Kop	Strubbe	Kruidenbier	6.5	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Ichtegems Oud Bruin	Strubbe	Rood bruin	5.0	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Keyte Oostendse Tripel	Strubbe	Tripel	7.5	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Kriekenbier	Strubbe	Fruitbier krieken	5.0	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Oud Bier	Strubbe	Laag alcoholisch	2.1	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Pee Klak	Strubbe	Ale	5.4	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Pee Klak Royal	Strubbe	Tripel	7.8	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Pilsen	Strubbe	Pils	2.1	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Snoek Bruin	Strubbe	Rood bruin	5.5	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Strubbe Pils	Strubbe	Pils	5.0	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Vlaskop	Strubbe	Witbier	5.5	N/A	Ichtegem	https://www.brouwerij-strubbe.be/nl/home	N/A
Bruges Golden Years	De Vier Monniken	Tripel	8.0	N/A	Brugge	N/A	N/A
Duvel	Duvel Moortgat	Sterke ale blond	8.5	N/A	Breendonk-Puurs	https://www.duvel.com/	N/A
Duvel Groen	Duvel Moortgat	Ale	7.0	N/A	Breendonk-Puurs	https://www.duvel.com/	N/A
Abbaye de Bonne Esperance Blonde	La Binchoise	Tripel	7.8	N/A	Binche	https://www.brasserielabinchoise.be/en/brasserie-la-binchoise	N/A
Saison 1900	Lefebvre	Saison	5.2	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Floreffe Prima Melior	Lefebvre	Sterke ale	8.0	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Barbar	Lefebvre	Sterke ale	8.0	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Barbar Winterbok	Lefebvre	Kerstbier	8.0	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Belgian Kriek	Lefebvre	Fruitbier krieken	3.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Blanche de Bruxelles	Lefebvre	Witbier	4.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Floreffe Blond	Lefebvre	Blond	6.3	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Floreffe Dubbel	Lefebvre	Dubbel abdij	6.3	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Floreffe Tripel	Lefebvre	Tripel	7.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Floreffe Wit-Bier	Lefebvre	Witbier	4.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Monachus Bruin	De Vier Monniken	Dubbel	6.9	N/A	Brugge	N/A	N/A
Abbaye de Malonne Blonde	Haacht	Blond	6.3	N/A	Boortmeerbeek	https://haacht.com/nl-BE	N/A
Abbaye de Malonne Brune	Haacht	Dubbel abdij	6.3	N/A	Boortmeerbeek	https://haacht.com/nl-BE	N/A
Moeder Overste	Lefebvre	Tripel	8.0	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Newton	Lefebvre	Fruitbier	3.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Belgian Framboises	Lefebvre	Fruitbier frambozen	3.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Belgian Peches	Lefebvre	Fruitbier perzikken	3.5	N/A	Quenast	https://www.brasserielefebvre.be/nl/	N/A
Bon Secours Blonde	Caulier SPRL	Blond	8.0	N/A	Peruwelz	https://www.brasseriecaulier.beer/?lang=nl	N/A
Blonde de Noel	Caulier SPRL	Blond	10.0	N/A	Peruwelz	https://www.brasseriecaulier.beer/?lang=nl	N/A
Bon Secours Brune	Caulier SPRL	Donker	8.0	N/A	Peruwelz	https://www.brasseriecaulier.beer/?lang=nl	N/A
Caulier Saaz	Caulier SPRL	Ale	5.5	N/A	Peruwelz	https://www.brasseriecaulier.beer/?lang=nl	N/A
RedSour Goosebeer	Monalixa	Sour	6.0	24.0	Roclenge-Sur-Geer	http://monalixa.be/	N/A
