username	preference	disliked
frankenstein	['Rood bruin']	[]
fraternie	['Quadrupel', 'Dubbel', 'Tripel', 'Donker', 'Sterke ale', 'Witbier', 'Dubbel abdij']	['Pils']
fredandboboflo	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	['Quadrupel']
fredthecat	['Tripel', 'Sterke ale', 'Blond']	[]
freekyp	['Witbier', 'IPA']	[]
freeofthoughts	['Quadrupel', 'Wilde ale', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
french tickler	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Aperitiefbier']	['Fruitbier krieken']
friejose	['Donker']	[]
frieked99	['Sterke ale']	[]
frink	['Wilde ale', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	['Amber ale']
frizzzzle	['Amber ale', 'Quadrupel']	[]
fro2218	['Tripel', 'Sterke ale']	[]
frylock	['Quadrupel', 'Tripel', 'Saison', 'Rood bruin', 'Ale', 'Amber ale']	[]
fsrelite	['Tripel']	[]
fugitive	['Tripel', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Amber ale', 'Sterke ale blond', 'Aperitiefbier']	[]
fullers	['Sterke ale']	['IPA']
funcut	['Aperitiefbier']	[]
funmanguy	['Sterke ale']	[]
fusses	['Dubbel abdij']	[]
futomara	['Quadrupel']	[]
fuzznuts1	['Quadrupel']	[]
gEUS	['Quadrupel', 'Sterke ale donker', 'Sterke ale']	[]
gabbama	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
gabrielsyme	[]	['Fruitbier']
galdee	[]	[]
gallaghermurph	['Sterke ale']	[]
gam	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Sterke ale donker', 'Blond', 'Saison', 'Pils', 'Sterke ale', 'IPA', 'Fruitbier krieken', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Low Alcoholic Beer', 'Pils', 'Ale']
gambrilivinus	['Blond']	[]
gameface23	['Tripel']	[]
garmonbozia	['Amber ale', 'Tripel', 'Rood bruin']	[]
garrettdeming	['Sterke ale']	[]
garrison	['Sterke ale']	[]
garthicus	['Dubbel', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Tripel hop amber', 'Ale', 'Sterke ale blond']	['Speciaal granenbier']
garv	['Quadrupel']	[]
gary07734	['Quadrupel', 'Tripel', 'Blond', 'Stout', 'Sterke ale', 'IPA', 'Rood bruin', 'Ale']	[]
garza	['Tripel', 'Sterke ale']	['Pils']
gator2683	['Tripel', 'Rood bruin']	[]
gatorbeer	['Quadrupel', 'Tripel', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	[]
gbzia	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
gearbike	['Quadrupel', 'Sterke ale amber', 'Tripel', 'IPA']	[]
geeejayell	['Sterke ale blond']	[]
geekrobot	['Quadrupel']	[]
geno5	['Sterke ale']	[]
geofbaum	['Sterke ale']	[]
georgebrassin	['Scotch', 'IPA']	[]
georgekappus	['Sterke ale', 'Dubbel abdij']	[]
georgekessel	['Sterke ale', 'Witbier']	[]
georgekillian	['Sterke ale']	[]
gerardoluna	['Sterke ale']	[]
gerdy555	['Dubbel abdij']	[]
gert83	[]	['Fruitbier']
gertar	[]	['Pale Ale']
geys1987	['Quadrupel']	[]
gferd	['Sterke ale']	[]
ghawener	['Fruitbier', 'Tripel', 'Wilde ale', 'Saison', 'Rood bruin', 'Amber ale']	['Fruitbier']
ghorsche	['Dubbel abdij']	[]
giarcsr	['Tripel']	[]
gibson584	['Rood bruin']	[]
gijscoman	[]	['Pils']
gilvanblight	['Fruitbier', 'Tripel', 'Pils', 'Sterke ale', 'Fruitbier krieken', 'Scotch']	[]
gkost	['Rood bruin', 'Tripel', 'Sterke ale', 'Gueuze']	[]
gladstone	['Tripel']	[]
glaze0101	['Tripel']	[]
glennmastrange	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Amber ale', 'Dubbel abdij']	[]
glider	['Witbier']	[]
glimburger	['Quadrupel']	[]
glkaiser	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
gmonroe10	['Dubbel', 'Tripel', 'Blond', 'Pils', 'Sterke ale', 'Sterke ale blond', 'Dubbel abdij']	[]
gnoff	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Dubbel', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Ale', nan, 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Low Alcoholic Beer', 'Pils', 'Donker']
gnoly	['Quadrupel']	[]
gnomedrunk	['Sterke ale']	[]
gnylen	['Quadrupel']	[]
goatboy	['Sterke ale']	[]
godofsky	['Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'IPA']	[]
goldbrew	['Amber ale', 'Tripel']	[]
goldfish19	[]	['Rood bruin']
goldmember	['Dubbel abdij']	[]
goldtwins	['Quadrupel', 'Wilde ale', 'Blond', 'Sterke ale', 'IPA', 'Gueuze', 'Ale', 'Amber ale', 'Dubbel abdij']	['Blond', 'Rood bruin']
golemjk	['Sterke ale']	[]
golubeer	['Amber ale', 'Blond']	[]
golubj	['Quadrupel', 'Blond', 'Sterke ale', 'Rood bruin']	[]
gonzo46and2	['Amber ale', 'Tripel', 'Sterke ale']	[]
goodge99	['Amber ale']	[]
goolsby	[]	[]
goozen	['Honingbier', 'Kerstbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier', 'Donker', 'Amber', 'Sterke ale', 'Witbier', 'Kerstbier blond', 'Fruitbier', 'Pils', 'IPA', 'Ale', nan, 'Fruitbier frambozen', 'Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Rood bruin']	['Fruitbier', 'Kruidenbier', 'Tripel', 'Fruitbier passie en mango', 'Stout', 'Ale']
gorditoabd	['Quadrupel', 'Tripel', 'IPA', 'Rood bruin']	[]
gordonrivers1	['Amber ale', 'Quadrupel']	[]
gormanb	['Sterke ale', 'Rood bruin']	[]
gotbeach	['Sterke ale', 'Rood bruin']	[]
gottalottaibu	['Quadrupel', 'Tripel', 'Rood bruin', 'Aperitiefbier']	[]
gowdy	['Tripel']	[]
goz	['Quadrupel', 'Tripel', 'Sterke ale']	['Blond']
gpekar	['Quadrupel']	[]
gpjlefevre	['IPA']	[]
gputty	['Amber ale', 'Quadrupel', 'Rood bruin', 'Dubbel abdij']	['Ale']
gracefullypunk	['Amber ale', 'Rood bruin']	[]
graham515	['Amber ale', 'Rood bruin', 'Dubbel abdij']	['Fruitbier']
gramity	['Amber ale', 'Tripel', 'Sterke ale', 'Blond']	[]
grandet	['Quadrupel', 'Tripel', 'Rood bruin', 'Aperitiefbier']	['Fruitbier']
grandgenie	['Tripel', 'Sterke ale']	[]
grandridge	['Donker', 'Quadrupel', 'IPA', 'Rood bruin']	[]
grant	['Sterke ale', 'IPA']	[]
grapengrain	['Amber ale', 'Ale']	[]
grat	['Witbier', 'Wilde ale', 'Sterke ale', 'Rood bruin']	[]
grawk	['Tripel']	[]
grease	['Quadrupel', 'Wilde ale', 'Sterke ale']	[]
green	['Amber ale', 'Quadrupel', 'Tripel']	[]
greenclansman	['Donker', 'Ale', 'Sterke ale']	[]
greenleaf	['IPA', 'Dubbel abdij']	[]
greenmanalishi	['Tripel', 'Sterke ale']	['Witbier']
grefwen	['Tripel']	[]
gregkitzmiller	['Sterke ale']	[]
gregthekeg14	['Quadrupel']	[]
greig	['Witbier', 'Sterke ale', 'Donker']	[]
grikmok	['Amber ale', 'Tripel', 'Sterke ale']	[]
grimreeser	['Tripel']	['Pils']
gringo332	['Sterke ale blond', 'Sterke ale amber', 'Dubbel', 'Dubbel abdij']	[]
groovinhigh	['Tripel', 'Sterke ale']	[]
grover76	['Tripel']	[]
grunx	['Sterke ale']	[]
gsmitty80	['Dubbel', 'Sterke ale', 'Rood bruin']	['Pils', 'Witbier']
gsteph	['Amber ale', 'Quadrupel', 'Scotch']	[]
gte620v	['Tripel', 'Sterke ale']	[]
gthank	['Quadrupel']	[]
gueuzeisgod	['Quadrupel', 'Rood bruin', 'Dubbel abdij']	[]
guil0000	[]	[]
gulf690	['Tripel']	[]
gunhaver	['Quadrupel', 'Blond', 'Saison', 'Sterke ale', 'Dubbel abdij']	[]
gunnar	['Quadrupel', 'Dubbel', 'Tripel', 'Donker', 'Pils', 'IPA', 'Ale']	['IPA']
gunnarolis	['Blond']	[]
gunnfryd	['Wilde ale', 'Kerstbier', 'Speciaal granenbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Donker', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Stout', 'Saison', 'Ale', 'Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Rood bruin']	['Fruitbier', 'Kruidenbier', 'Pils', 'Ale']
gunsho	[]	[]
gururyan	['Tripel', 'Sterke ale', 'Dubbel abdij']	['Witbier']
guzzler	['Quadrupel']	[]
guzzler67	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
gvmdw7	['Saison', 'Quadrupel', 'Aperitiefbier']	[]
gwpom	['Saison']	[]
gyllenbock	['Quadrupel', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Amber ale']	['Fruitbier', 'Tripel', 'IPA']
hAl	[]	[]
ha1ag	['Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Sterke ale', 'Speciaal granenbier', 'Amber ale', 'Dubbel abdij']	['Pils', 'Speciaal granenbier']
hackleo	['Blond']	[]
haddon90	['Amber ale', 'Blond', 'Sterke ale', 'Rood bruin']	['Pils', 'Donker']
haddonsman	['Tripel', 'Sterke ale']	[]
haelduksf	['Sterke ale']	[]
haf	['Fruitbier', 'Sterke ale amber', 'Tripel', 'Sterke ale', 'Sterke ale blond']	['Fruitbier']
hagar70	['Rood bruin']	[]
haggis03a3	['Amber ale']	[]
hagisu	['Amber ale']	[]
hair-old	['Sterke ale']	[]
halfonit	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Witbier']	['Low Alcoholic Beer']
hallinghansen	['Quadrupel', 'Blond', 'Saison', 'Sterke ale', 'IPA', 'Fruitbier krieken', 'Witbier']	[]
hallzee	['Quadrupel', 'Dubbel abdij']	[]
halstokes	['Tripel']	[]
hamfisted	['Blond']	[]
hamilton23	['Quadrupel', 'Donker']	[]
hammenlind	['Quadrupel', 'Kruidenbier', 'Tripel', 'Blond', 'Dubbel', 'Donker', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Amber ale', 'Dubbel abdij']	['Pils', 'Fruitbier frambozen']
hammerbeck	['Sterke ale']	[]
hapjydeuce	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Dubbel abdij']	[]
happy4hops	['Amber ale', 'Donker']	[]
harlequinn	['Tripel', 'Sterke ale', 'IPA', 'Ale', 'Dubbel abdij']	[]
harmfuldrunk	['Sterke ale', 'IPA']	[]
harrisoni	"['Wilde ale', ""Gerstewijn - Barley wine - vin d'orge"", 'Kerstbier', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Kruidenbier', 'Stout', 'Saison', 'Donker abdij', 'Pils', 'IPA', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Scotch', 'Fruitbier frambozen', 'Vlaams roodbruin', 'Quadrupel', 'Blond', 'Tripel', 'Rood bruin']"	['Fruitbier', 'Kruidenbier', 'Pils', 'Fruitbier aardbeien', 'Low Alcoholic Beer']
harvey	['Quadrupel', 'Sterke ale']	[]
hatchattack	['Quadrupel', 'IPA']	[]
hatchy	['Quadrupel']	['Fruitbier']
haukur	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Sterke ale blond']	['Fruitbier krieken']
hawkshadow	['Tripel', 'Rood bruin']	[]
hawthorne00	['Quadrupel', 'Tripel', 'Blond', 'Donker', 'Sterke ale', 'IPA', 'Rood bruin', 'Ale', 'Witbier', 'Sterke ale blond']	['Amber ale']
hayden1215	['Sterke ale']	[]
hayduke	['Dubbel', 'Tripel', 'Sterke ale', 'IPA', 'Dubbel abdij']	['Wheat Beer - Hefeweizen']
hbmason	['Fruitbier', 'Tripel', 'Sterke ale', 'Quadrupel']	['Fruitbier']
hcalsos	['Quadrupel']	[]
headheldhigh	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
heavy	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Sterke ale blond', 'Dubbel abdij']	['Stout', 'Low Alcoholic Beer', 'Witbier', 'Donker']
heavykevy21	['Amber ale', 'Sterke ale']	[]
heemer77	['Fruitbier', 'Quadrupel', 'Tripel', 'Kruidenbier', 'Blond', 'Donker', 'Scotch', 'Pils', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Blond', 'Witbier', 'Ale']
heermant	['Quadrupel']	[]
hefevice	['Amber ale', 'Quadrupel', 'Tripel']	[]
hellbilly	['Quadrupel', 'Tripel', 'Sterke ale', 'Ale', 'Witbier', 'Dubbel abdij']	['Fruitbier', 'Sterke ale']
hellomynameis	['Wilde ale', 'Quadrupel', 'Tripel']	[]
hellsinghtx	['Tripel']	[]
hembryggaren	['Quadrupel']	[]
hennes	['Quadrupel']	[]
henrik	['Blond', 'Sterke ale', 'Rood bruin']	[]
henrikb	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Amber ale', 'Dubbel abdij']	[]
henry3r	['Tripel', 'Sterke ale', 'Rood bruin']	[]
henryalvz	['Quadrupel']	[]
herbjones	['Quadrupel', 'Dubbel', 'Tripel', 'Sterke ale', 'Fruitbier krieken', 'Amber ale']	[]
herbstress3	['Tripel']	[]
hero12	['Amber ale', 'Quadrupel']	[]
hershiser2	['Wilde ale', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
hew3	[]	['Quadrupel']
heykevin	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Dubbel abdij']	['Donker']
hezron	['Amber ale', 'Tripel', 'Dubbel abdij']	[]
hiddenvariable	['Amber ale', 'Wilde ale', 'Sterke ale']	[]
high_on_hops	['Blond']	[]
highlandlad	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Pils', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Dubbel abdij']	['Fruitbier', 'Pils']
hill4575	['Quadrupel']	[]
hillfiiiiire	['Tripel', 'Rood bruin']	[]
hiomo	['Blond', 'IPA', 'Donker']	[]
hiphops	['Tripel', 'Sterke ale', 'IPA']	[]
hippie4beer	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
hippk	['Dubbel abdij']	[]
hirigalzkar	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Kerstbier', 'Amber ale', 'Dubbel abdij']	[]
hivemind	['Rood bruin', 'Dubbel abdij']	[]
hobbersr	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Scotch', 'Dubbel abdij', 'Aperitiefbier']	['Rood bruin']
hobgoblin	['Quadrupel', 'Tripel']	[]
hoju	['Tripel']	[]
holdan	['Fruitbier krieken', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
holdenn	['Quadrupel', 'Wilde ale', 'Blond', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	[]
hollardustin	['Tripel']	[]
hollybeery	['Tripel']	[]
hombrepalo	['Quadrupel', 'Wilde ale', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Ale', 'Scotch', 'Dubbel abdij']	[]
homeslice	['Tripel', 'Rood bruin']	[]
hoosiers1994	['Amber ale', 'Sterke ale', 'IPA', 'Rood bruin']	[]
hopdog	['Kerstbier blond', 'Fruitbier', 'Tripel', 'Sterke ale amber', 'Blond', 'Donker', 'Quadrupel', 'Scotch', 'Sterke ale', 'IPA', 'Ale', 'Amber ale', 'Sterke ale blond']	['Fruitbier krieken', 'Gueuze']
hopfiend	['Rood bruin']	[]
hophead4499	['Quadrupel']	[]
hophead75	['Wilde ale', 'Tripel', 'Sterke ale', 'Donker']	[]
hopheadfett	['Quadrupel', 'Tripel', 'IPA']	[]
hopheaven	['Ale']	[]
hoplover	['Quadrupel']	[]
hoplover406	['Amber ale', 'IPA']	[]
hoppopotamus	['Amber ale', 'Quadrupel', 'Tripel', 'IPA']	[]
hoppyhampy	['Tripel']	[]
hopscotch	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'IPA', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Donker']
hopsessed	['Amber ale']	[]
hopslovin	['Amber ale']	[]
hopson	['Quadrupel']	[]
hoptimist	['Amber ale']	[]
hoptimus	['Tripel']	[]
horto008	['Quadrupel', 'Tripel', 'Sterke ale']	[]
hotchick	['Quadrupel']	[]
hotstuff	['Fruitbier', 'Tripel', 'Scotch', 'Donker', 'Saison', 'Pils', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Pils']
hrking	['Quadrupel']	[]
htsprint1	['Quadrupel']	[]
hughie	['Fruitbier', 'Tripel', 'Blond', 'Sterke ale', 'Gueuze', 'Ale', 'Scotch', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Pils', 'Fruitbier frambozen']
humuloneranger	['Tripel']	[]
humulus	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
humulushound	['Blond', 'Sterke ale', 'IPA']	[]
iNBe	[]	[]
iam	['Amber ale', 'Tripel', 'Rood bruin', 'Blond']	['Fruitbier']
iambeer	['Amber ale']	[]
iammadeofjelly	[]	['Pils']
iammarc	['Amber ale', 'Fruitbier']	[]
iamqueensblvd	['Saison', 'Sterke ale', 'Quadrupel', 'IPA']	[]
iamsancho16	['Quadrupel']	[]
ibeerlove	['Tripel']	[]
icarus	[]	['Blond']
icefires	['Quadrupel']	[]
icehawk	['Ale']	[]
iep	['Tripel', 'Blond', 'Donker', 'Sterke ale', 'IPA', 'Rood bruin', 'Dubbel abdij']	[]
igel	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Amber ale']	['Witbier']
igneous1	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Witbier', 'Amber ale']	[]
igniztion	['Amber ale', 'Tripel', 'Sterke ale']	[]
ilherps	['Amber ale']	[]
illidurit	['Quadrupel', 'Wilde ale', 'Blond', 'Sterke ale', 'Rood bruin', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	['Rood bruin', 'Dubbel abdij']
illini4ever	['Quadrupel']	[]
illinismitty	['Quadrupel', 'Tripel', 'Wilde ale', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
illkarate	['Rood bruin', 'Ale', 'Sterke ale']	[]
ilovedarkbeer	['Dubbel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Kerstbier', 'Ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Rood bruin']
imadeadguy	['Fruitbier']	[]
imaragingbull	['Sterke ale']	[]
imawayforapint	['Tripel']	[]
imdownthepub	['Sterke ale amber', 'Tripel', 'Blond', 'Kruidenbier', 'Donker', 'Pils', 'Sterke ale', 'Rood bruin', 'Witbier', 'Ale', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Tripel', 'Gueuze', 'Blond']
imike	['Tripel']	[]
improvjock	['Amber ale']	[]
imzugzug	['Amber ale', 'Quadrupel']	[]
inbirraveritas	['Fruitbier', 'Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Sterke ale blond', 'Dubbel abdij']	['Sterke ale amber', 'Sterke ale']
incutrav	['Quadrupel']	[]
indybigtom	['Quadrupel', 'Tripel']	[]
inkubus27	['Quadrupel']	[]
invalid	['Amber ale', 'Quadrupel', 'Ale', 'Donker']	['Sterke ale']
invinoveritas	['Sterke ale']	[]
iosonomarco	['Tripel']	[]
iowaherkeye	['Quadrupel', 'Tripel', 'Pils', 'Sterke ale', 'Witbier', 'Dubbel abdij']	['Pils']
iratherbe	['Amber ale', 'Sterke ale', 'Aperitiefbier']	[]
iride15	['Quadrupel', 'Sterke ale', 'Dubbel abdij']	[]
irishsnake	['Rood bruin']	[]
ironchefscott	['Amber ale', 'Quadrupel']	[]
ironryan22	['Amber ale', 'Quadrupel', 'Sterke ale amber', 'Tripel']	[]
islay	['Donker', 'Dubbel abdij']	[]
iswain1914	['Sterke ale amber', 'Rood bruin']	[]
italarican	['Amber ale', 'Sterke ale', 'Rood bruin', 'Donker']	[]
italianjohn	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin', 'Gueuze', 'Dubbel abdij']	['Fruitbier', 'Wilde ale']
ivan9856	['Quadrupel', 'Tripel', 'Sterke ale', 'Ale', 'Dubbel abdij']	[]
iwantalambic	['Quadrupel', 'Tripel', 'Wilde ale', 'Donker', 'Saison', 'Sterke ale', 'IPA', 'Rood bruin', 'Ale', 'Aperitiefbier']	['Fruitbier', 'Pils', 'Ale']
j12601	['Fruitbier', 'Quadrupel', 'Saison', 'Pils', 'Sterke ale', 'Fruitbier aardbeien', 'Rood bruin', 'Fruitbier krieken']	[]
j210277	['Tripel']	[]
jabbeloo	['Quadrupel', 'Sterke ale']	[]
jacare	['Tripel']	[]
jackamackson	['Quadrupel']	[]
jackfrost9p	[]	[]
jackl	['Pils', 'Sterke ale', 'Blond']	[]
jackson220	['Quadrupel', 'Tripel', 'Rood bruin']	[]
jacobp51	['Quadrupel']	[]
jacobwennbom	['Quadrupel', 'Blond', 'Sterke ale', 'Amber ale', 'Sterke ale blond']	[]
jaghana	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Dubbel', 'Sterke ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	['Fruitbier']
jahughey	['Amber ale', 'Tripel']	[]
jaimenavarrog	['Sterke ale']	[]
jainsv	['Quadrupel', 'Dubbel']	[]
jake65	['Quadrupel', 'Saison', 'Sterke ale', 'Rood bruin']	[]
jakentbc	['Blond']	[]
jalichio999	['Kerstbier blond', 'Fruitbier', 'Tripel', 'Blond', 'Sterke ale amber', 'Quadrupel', 'Sterke ale', 'Scotch', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	['Stout', 'Fruitbier krieken', 'Pils']
jameswolfe	['Amber ale', 'Tripel', 'Ale', 'Sterke ale']	[]
jammin7jg	[]	[]
jamvin23	['Sterke ale']	[]
jan068199	['Pils']	[]
janir	['Fruitbier krieken', 'Sterke ale', 'Rood bruin']	[]
janubio	['Amber ale', 'Sterke ale blond', 'Tripel', 'Sterke ale']	['Fruitbier']
japeke	['Sterke ale blond']	[]
japet	['Amber ale', 'Sterke ale blond', 'Tripel', 'Dubbel abdij']	[]
japi	['Rood bruin', 'Sterke ale', 'IPA']	[]
jar72404	['Quadrupel']	[]
jaredcox	['Quadrupel']	[]
jarlbartar	['Rood bruin']	[]
jarow	['Amber ale', 'Sterke ale']	[]
jarspag	['Rood bruin', 'Tripel', 'Dubbel abdij']	[]
jason	['Fruitbier', 'Tripel', 'Sterke ale', 'Rood bruin', 'IPA', 'Witbier']	[]
jasonp	['Quadrupel', 'Tripel', 'Donker', 'IPA', 'Dubbel abdij']	[]
jaspe007	['Quadrupel', 'Donker', 'Sterke ale', 'Rood bruin', 'Tripel hop amber']	[]
jayme9874	['Quadrupel', 'Tripel', 'IPA', 'Blond']	[]
jaymobrown	['Fruitbier', 'Quadrupel', 'Tripel', 'Donker', 'Saison', 'Sterke ale', 'Ale']	['Fruitbier', 'Sterke ale', 'Witbier']
jazz88	['Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Dubbel abdij']	[]
jb	['Quadrupel', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
jb43	['Amber ale', 'Tripel', 'Sterke ale', 'Rood bruin']	['Witbier']
jbak	['Tripel']	[]
jbean	['Sterke ale']	[]
jbender	['Quadrupel']	[]
jblendy	['Amber ale', 'Tripel', 'Sterke ale', 'Donker']	[]
jbrus	"[""Gerstewijn - Barley wine - vin d'orge"", 'Bock', 'Strong Golden Ale', 'Sterke ale blond', 'Dubbel abdij', 'Sterke ale donker', 'Amber', 'Sterke ale', 'Bok', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Stout', 'Saison', 'Pils', 'IPA', 'Gueuze', 'Ale', nan, 'Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Rood bruin']"	['Fruitbier', 'Tripel', 'Blond', 'Stout', 'Saison', 'Pils']
jbuzz	['Tripel', 'Sterke ale', 'IPA', 'Rood bruin']	[]
jca4711	['Tripel']	[]
jcalbi	['Amber ale', 'Tripel', 'Sterke ale']	[]
jcat	['Rood bruin']	[]
jcc83	['Amber ale', 'Quadrupel']	[]
jckp64	['Quadrupel']	[]
jcos	['Amber ale', 'Saison', 'Sterke ale']	[]
jcp23	[]	['Rood bruin']
jcr	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin', 'Dubbel abdij']	[]
jcwattsrugger	['Fruitbier', 'Quadrupel', 'Tripel', 'Pils', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Amber ale']	['Fruitbier']
jcweaver	['Ale']	['Fruitbier']
jde123	['Fruitbier', 'Dubbel abdij', 'Sterke ale', 'IPA']	[]
jdhunt76	['Quadrupel']	[]
jdjuice	[]	['Rood bruin']
jeanmath	['Saison']	[]
jebb12	['Tripel']	[]
jeckenroth	['Sterke ale', 'Dubbel abdij', 'Aperitiefbier']	[]
jedadiahcombs	['Tripel']	[]
jedimasternick	['Sterke ale']	[]
jefcon	['Sterke ale amber', 'Tripel', 'Scotch', 'Donker', 'Sterke ale', 'IPA', 'Rood bruin', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier']	[]
jeff789	['Dubbel', 'Donker', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Witbier', 'Ale']	[]
jeffc666	['Fruitbier', 'Tripel', 'Wilde ale', 'Scotch', 'Belgische ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier']
jeffin7	['Quadrupel', 'Tripel', 'Donker', 'Rood bruin', 'Amber ale']	[]
jeffwilliams11	['Tripel', 'Sterke ale']	[]
jeg	['Sterke ale']	[]
jehoey	['Quadrupel', 'Sterke ale', 'Ale', 'Dubbel abdij', 'Aperitiefbier']	[]
jeppegj	['Amber ale']	[]
jerc	['Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Scotch', 'Saison', 'Pils', 'Sterke ale', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier', 'Blond', 'Rood bruin', 'Low Alcoholic Beer', 'Speciaal granenbier', 'Ale']
