username	preference	disliked
mds	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Ale', 'Witbier', 'Amber ale']	[]
meadlover1959	['Quadrupel']	[]
meathookjones	['Quadrupel', 'Tripel']	[]
meerbier	['Fruitbier', 'Kerstbier', 'Sterke ale donker', 'Saison']	[]
mehmet	['Tripel']	[]
meisterbrauMHB	['Sterke ale']	[]
memmling	['Tripel']	[]
mendezvargas	['Tripel']	[]
mensch	['Rood bruin']	[]
mephisto	['Quadrupel', 'Tripel', 'Sterke ale donker', 'Pils', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Dubbel abdij']	['Fruitbier']
merlin48	['Sterke ale']	[]
mesperon	['IPA']	[]
mezr	['Tripel']	[]
mgermani	['Fruitbier', 'Sterke ale amber', 'Tripel', 'Wilde ale', 'Dubbel', 'Sterke ale', 'Rood bruin', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Sterke ale']
mgoy	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
mgumby10	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Rood bruin', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
mhelgason	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
mhollender22	['Sterke ale']	[]
mhulet	['Rood bruin']	[]
micbk	['Amber ale', 'Tripel', 'Dubbel abdij']	[]
michael-pollack	['Quadrupel', 'Dubbel', 'Tripel', 'Wilde ale', 'Donker', 'Saison', 'Pils', 'Sterke ale', 'Fruitbier aardbeien', 'Rood bruin', 'IPA', 'Fruitbier krieken', 'Ale', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	['Sterke ale']
michaelinwa	['Quadrupel', 'Tripel', 'IPA']	[]
michaeltrego	['Tripel']	[]
mickblueeyes	['Amber ale', 'Dubbel', 'Tripel', 'Ale']	['Wilde ale']
mickmac	['Quadrupel', 'Tripel', 'Pils', 'Sterke ale', 'Witbier', 'Amber ale']	[]
mickut	['Amber ale', 'Blond', 'IPA']	[]
microdyke	['Fruitbier krieken', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
miguelblanco	['Sterke ale']	[]
mihalis	['Quadrupel']	[]
mikalooch	[]	[]
mike mcneil	['Quadrupel', 'Dubbel', 'Tripel']	[]
mike12da	['Quadrupel']	[]
mike1977ok	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Sterke ale donker', 'Dubbel', 'Kruidenbier', 'Sterke ale', 'Rood bruin', 'Witbier', 'Ale', 'Amber ale', 'Dubbel abdij']	['Fruitbier', 'Pils', 'Ale']
mike4aker	['Amber ale']	[]
mike5203	['Sterke ale']	[]
mike5326	['Quadrupel', 'Sterke ale']	[]
mike_mcvay	['Donker']	[]
mikeben	['Sterke ale', 'Witbier']	[]
mikejmadden99	['Dubbel abdij']	[]
mikenodak	['Amber ale']	[]
mikesaum	['Sterke ale']	[]
mikey	['Amber ale', 'Tripel']	[]
mikkopen	['Amber ale', 'Tripel', 'Sterke ale']	['Fruitbier']
mile	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
milewide	['Sterke ale', 'IPA', 'Rood bruin', 'Amber ale', 'Sterke ale blond']	['Quadrupel']
milky	['Quadrupel']	[]
millejt	['Tripel']	[]
millerclmb	['Quadrupel', 'Aperitiefbier']	[]
milljam	['Quadrupel', 'Tripel', 'Blond', 'Amber ale', 'Dubbel abdij']	[]
millyniles99	['Tripel']	[]
minch25	['Quadrupel', 'Wilde ale', 'Blond', 'Saison', 'IPA', 'Ale', 'Amber ale', 'Aperitiefbier']	[]
mirjukka	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Amber ale']	['Sterke ale']
misseclectic	['Sterke ale']	[]
missing	['Amber ale', 'Tripel']	[]
misterbeer	['Quadrupel']	[]
mistersinalin	['Quadrupel', 'Tripel', 'Sterke ale', 'IPA', 'Rood bruin']	[]
mitch1261	['Rood bruin']	[]
mithe	['Fruitbier krieken', 'Dubbel abdij']	['Fruitbier']
mixamatt	['Fruitbier', 'Tripel', 'Wilde ale', 'Donker', 'Sterke ale', 'Rood bruin', 'Ale', 'Amber ale', 'Dubbel abdij']	['Blond']
mixinnixon2000	['Amber ale', 'Quadrupel', 'Dubbel abdij']	[]
mixmaster	['Quadrupel']	[]
mixmasterob	['IPA']	[]
mixos	['Tripel', 'Sterke ale', 'Blond']	[]
mj23	['Sterke ale']	[]
mjg74	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Dubbel', 'Pils', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	[]
mjmeijer2	['Sterke ale']	[]
mjmurphy2	['Amber ale']	[]
mjs	['Quadrupel', 'Kruidenbier', 'Tripel', 'Sterke ale donker', 'Blond', 'Donker', 'Wilde ale', 'Saison', 'Sterke ale', 'Tripel hop amber', 'Ale', 'Amber ale']	['Sterke ale']
mkade8883	['Amber ale', 'Rood bruin']	[]
mkel07	['Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier']	['Fruitbier krieken']
mkgrenwel	['Amber ale', 'Quadrupel', 'Rood bruin']	[]
mkobes	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Donker', 'Sterke ale', 'Rood bruin', 'IPA', 'Gueuze', 'Ale', 'Dubbel abdij']	[]
mkofron	['Amber ale', 'Quadrupel', 'Sterke ale', 'Dubbel abdij']	[]
mlist55	['Blond', 'Sterke ale']	[]
mlunger12	['Quadrupel']	[]
mmanthe	['Tripel']	[]
mmhnto	['Amber ale']	[]
mmilholen	['IPA']	[]
mmmbeer	['Tripel', 'Donker', 'Pils', 'Sterke ale', 'Dubbel abdij']	['Sterke ale blond', 'IPA']
mnurda	['Fruitbier', 'Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale']	[]
mockerboy	['Tripel']	[]
moelikebeer	['Sterke ale amber', 'Tripel']	[]
mohawksin	['Tripel']	[]
molassesfan	['Witbier', 'Sterke ale']	[]
molly75	['Tripel', 'Donker']	['Sterke ale']
monk191	['Tripel']	[]
monkeychugg55	['Quadrupel', 'Wilde ale', 'Tripel', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
monty	['Quadrupel', 'Rood bruin']	[]
moose85uofa	['Sterke ale']	[]
mooseklaus	['Sterke ale']	[]
morangochris	['Quadrupel']	[]
morebier4me	['Quadrupel', 'Sterke ale']	[]
morrdt	['Tripel']	[]
morrissey1	['Sterke ale']	[]
mortono	['Sterke ale']	[]
morty99	['Amber ale']	[]
motelpogo	['Tripel', 'Blond', 'Wilde ale', 'Donker', 'Pils', 'Sterke ale', 'Rood bruin', 'Witbier', 'Ale', 'Sterke ale blond']	['Fruitbier', 'Rood bruin', 'Pils', 'Donker']
movezig	['Amber ale', 'Tripel', 'Dubbel abdij']	[]
mpbro	['Sterke ale']	[]
mpersinger	['Quadrupel', 'Ale', 'Dubbel abdij']	[]
mrdeath5493	['Tripel']	[]
mreeves	['Tripel', 'Sterke ale', 'Rood bruin']	[]
mreusch	['Amber ale', 'Tripel']	[]
mrhoppy	['Fruitbier', 'Rood bruin']	[]
mrjab	['Tripel']	[]
mrjaxson	['Quadrupel']	[]
mrkimchee	['Fruitbier', 'Quadrupel', 'Tripel', 'Blond', 'Scotch', 'Sterke ale', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	[]
mrmartin	['Wilde ale', 'Scotch', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
mrmekon	['Donker']	[]
mrscotty	['Sterke ale']	[]
mrw1zard	['Quadrupel', 'Blond']	[]
msante79	['Amber ale', 'Rood bruin']	[]
msiano	['Dubbel abdij']	[]
msojka	['Sterke ale']	[]
msonnenberg	['Tripel']	[]
mspindler	['Quadrupel', 'IPA', 'Rood bruin']	[]
mstockton	['Tripel', 'Sterke ale']	[]
mtdshn	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Scotch', 'Dubbel abdij']	[]
mtjoseph	['Amber ale']	[]
mtoast	['Quadrupel', 'Wilde ale', 'Tripel', 'Donker', 'Sterke ale', 'Rood bruin', 'Sterke ale blond']	['Fruitbier']
mu11igan	['Tripel']	[]
muddy67	['Quadrupel']	[]
muddyfeet	['Dubbel abdij']	[]
muenster	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	[]
mugabe	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
mullet	['Tripel', 'Saison', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Ale', 'Amber ale']	['Fruitbier']
mullet2007	['Tripel']	['Speciaal granenbier']
mumares	['Quadrupel', 'Tripel', 'Sterke ale', 'Gueuze']	['Amber ale']
munchiee	['Quadrupel']	[]
murawski	['IPA']	[]
murphym45	['Ale']	[]
murrayswine	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
musinj6	['Quadrupel']	[]
mustang3	['Gueuze', 'Sterke ale', 'Donker']	[]
mutant	['Sterke ale amber', 'Saison', 'Sterke ale', 'Fruitbier krieken', 'Ale', 'Scotch', 'Dubbel abdij']	['Fruitbier', 'Blond', 'Sterke ale']
muteprint	['Quadrupel', 'Tripel']	[]
mutz	['Donker', 'Quadrupel', 'Sterke ale', 'Dubbel abdij']	[]
muujer	['Amber ale']	[]
muzzlehatch	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Ale', 'Scotch', 'Dubbel abdij']	['IPA']
mvcramer	['Dubbel', 'Tripel', 'Rood bruin']	[]
mvp	['Sterke ale']	[]
mwelsh13	['Quadrupel', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin']	[]
mwesth	['Tripel', 'Sterke ale']	[]
mwise82	['Quadrupel']	[]
mwsf	['Quadrupel', 'Wilde ale', 'Sterke ale', 'Ale', 'Vlaams roodbruin']	[]
mxtur	['Quadrupel', 'Tripel', 'Sterke ale']	[]
mybestfriend	['Fruitbier', 'Tripel', 'Gueuze', 'Rood bruin']	[]
mybrainhurts	[]	[]
mzaar	['Tripel', 'Ale', 'Blond']	[]
n1pmao	['Quadrupel']	[]
n49921	['Dubbel']	[]
naivepegasus	['Quadrupel', 'Sterke ale', 'Rood bruin', 'IPA', 'Dubbel abdij']	[]
namzad	['Blond']	[]
nandoo	['Quadrupel']	[]
naplesbeerfan	['Amber ale']	[]
nate2g	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'IPA', 'Aperitiefbier']	[]
natedoggkc	['IPA']	[]
natejgood	['Tripel', 'IPA']	[]
nathan30533	['Witbier']	[]
nbutler11	['Quadrupel', 'Tripel', 'Donker', 'IPA', 'Kerstbier']	[]
ndon	['Tripel', 'Blond', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Witbier', 'Sterke ale blond']	['Sterke ale']
nearbeer	['Quadrupel', 'Tripel', 'Sterke ale donker', 'Donker', 'Pils', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	[]
neilrichards	['Amber ale', 'Quadrupel', 'Dubbel abdij']	[]
ner99	['Donker']	[]
netland	[]	['Donker']
neur0	['Quadrupel']	[]
neuromatt	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'IPA', 'Rood bruin', 'Amber ale']	['Pils']
nevets4433	['Quadrupel', 'Sterke ale', 'Dubbel abdij']	[]
newbrewguy	['Quadrupel']	[]
newtrip	[]	[]
ngeunit1	['Quadrupel']	[]
nhamilton	[]	['Sterke ale']
nhorween	['Quadrupel', 'Sterke ale', 'IPA']	[]
nica936899	['Tripel']	[]
nicholai	['Quadrupel', 'Sterke ale', 'Rood bruin']	[]
nick35	['Wilde ale']	[]
nick76	['Quadrupel', 'Tripel', 'Sterke ale donker', 'Donker', 'Saison', 'Sterke ale', 'Fruitbier aardbeien', 'Rood bruin', 'Witbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij']	['Fruitbier', 'Pils']
nickchalk	['Quadrupel', 'Tripel', 'Donker']	[]
nickd717	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin', 'Amber ale']	[]
nickmbeer	['Amber ale']	[]
nickspies	['Saison', 'Sterke ale']	[]
nicola_ciccone	['Tripel', 'Sterke ale']	[]
nicolaad30	[]	['IPA']
nicolascage	['Dubbel abdij']	[]
nicomags	['Quadrupel']	[]
nightrider	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin']	[]
nigos	['Quadrupel', 'Tripel', 'Ale']	['Saison']
nihar	['Tripel']	[]
nike	['Blond', 'Sterke ale']	['Saison']
nimbleprop	['Quadrupel', 'Witbier', 'IPA']	[]
nj_BierMaven	['Sterke ale']	[]
nja	['Amber ale']	[]
nkwarrior	['Blond']	[]
nlc	['Sterke ale blond', 'Tripel', 'Sterke ale', 'Blond']	[]
noelcb	['Witbier']	[]
noheinie4u	[]	['Pils']
nolankowal	['Quadrupel', 'Wilde ale']	[]
nomad	['Quadrupel', 'Tripel', 'Sterke ale']	[]
noncaloric	['Rood bruin', 'IPA']	[]
nondeduvel	['Quadrupel']	[]
nooksack	['Witbier']	[]
noompa	['Amber ale', 'Quadrupel', 'Rood bruin']	[]
norsedoc	['Tripel', 'Sterke ale', 'IPA']	['Quadrupel']
northernbrews	['Quadrupel']	[]
northropfrye	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	['Quadrupel', 'Speciaal granenbier']
norushjohnnie	['Sterke ale']	[]
notalush	['Quadrupel', 'Wilde ale', 'Tripel', 'Blond', 'Rood bruin', 'IPA']	['Sterke ale', 'Rood bruin']
note666	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Donker', 'Dubbel', 'Kruidenbier', 'Sterke ale', 'IPA', 'Ale', 'Witbier', 'Dubbel abdij']	['Low Alcoholic Beer', 'Pils', 'Speciaal granenbier', 'Blond']
noturdadsbeer	['Tripel', 'Sterke ale']	[]
notwoohoo	['Amber ale', 'Tripel']	[]
novedyarg	['Sterke ale blond']	[]
npdempse	['Quadrupel', 'Dubbel', 'Tripel', 'Donker', 'Saison', 'Sterke ale', 'Rood bruin', 'Amber ale', 'Dubbel abdij']	[]
nqualls	['Quadrupel', 'Rood bruin', 'IPA', 'Ale', 'Dubbel abdij']	['Rood bruin']
nquantz	['Tripel', 'Sterke ale']	[]
nramsburg	['Blond', 'Ale']	[]
nrdoughty	['Amber ale', 'Blond']	[]
nrime99	['Sterke ale']	[]
nsquishee	['Amber ale', 'Tripel', 'IPA']	[]
nstal	['Amber ale', 'Tripel']	[]
nuplastikk	['Quadrupel', 'Kruidenbier', 'Blond', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Rood bruin', 'Witbier', 'Amber ale', 'Sterke ale blond']	['Pils']
nus1	[]	[]
nwiseman	['Aperitiefbier']	[]
nyindiansfan	['Quadrupel']	[]
oOJUXEOo	['Amber ale', 'Quadrupel', 'Sterke ale', 'Rood bruin']	[]
oakbluff	['Tripel', 'Ale', 'Rood bruin']	[]
oberabcbbsok	['Fruitbier', 'Tripel', 'Blond', 'Donker', 'Belgische ale', 'Stout', 'Saison', 'Amber', 'Pils', 'Sterke ale', 'Ale', 'Witbier', nan, 'Amber ale', 'Vlaams roodbruin']	['Fruitbier', 'Blond', 'Donker', 'Strong Golden Ale', 'Low Alcoholic Beer']
obguthr	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Rood bruin', 'Kerstbier', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Fruitbier']
obisbeer	['Tripel', 'Sterke ale', 'Dubbel abdij', 'Blond']	[]
obxdude10	['Quadrupel', 'Rood bruin', 'Sterke ale', 'Dubbel abdij']	[]
ocdrinker909	['Quadrupel', 'Dubbel abdij']	[]
odgaard	['Rood bruin']	['Fruitbier']
odinstyr	['Sterke ale']	[]
ogglethorp	['Amber ale', 'Quadrupel', 'Rood bruin', 'IPA']	[]
ogivlado	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Lambiek', 'Donker', 'Stout', 'Sterke ale', 'Ale', 'Witbier', 'Scotch', 'Dark Strong Ale', 'Sterke ale blond', 'Aperitiefbier']	['Fruitbier', 'Pils', 'Low Alcoholic Beer']
ogreface	['Quadrupel', 'Sterke ale amber', 'Tripel', 'Dubbel', 'Sterke ale', 'IPA', 'Rood bruin', 'Fruitbier krieken', 'Amber ale', 'Dubbel abdij']	[]
oh6gdx	['Wilde ale', 'Wheat Beer - Hefeweizen', 'Honingbier', 'Kerstbier', 'Speciaal granenbier', 'Sterke ale blond', 'Dubbel abdij', 'Aperitiefbier', 'Sterke ale donker', 'Donker', 'Amber', 'Sterke ale', 'Witbier', 'Fruitbier', 'Saison', 'Pils', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Fruitbier frambozen', 'Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Dubbel']	['Fruitbier', 'Pale Ale', 'Donker', 'Stout', 'Saison', 'Pils', 'IPA', 'Fruitbier krieken', 'Low Alcoholic Beer', 'Witbier', 'Sterke ale blond']
ohemming	['Blond', 'Sterke ale']	[]
ohitsbrad	['Amber ale', 'Tripel']	[]
ojclark	['Tripel', 'Sterke ale']	[]
oldgrumpy	['Tripel']	[]
oldno7	['Quadrupel']	[]
oldrtybastrd	"[""Gerstewijn - Barley wine - vin d'orge"", 'Sterke ale blond', 'Dubbel abdij', 'Donker', 'Sterke ale', 'Witbier', 'Kerstbier blond', 'Fruitbier', 'Kruidenbier', 'Saison', 'Pils', 'Tripel hop amber', 'Ale', 'Quadrupel', 'Sterke ale amber', 'Tripel', 'Blond', 'Dubbel', 'Rood bruin']"	['Fruitbier', 'Tripel', 'Blond', 'Saison', 'Witbier']
oli	['Quadrupel', 'Tripel']	['Pils']
olio	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Tripel hop amber']	[]
omhper	['Wilde ale', 'Bock', 'Speciaal granenbier', 'Amber ale', 'Sterke ale blond', 'Dubbel abdij', 'Lambiek', 'Sterke ale donker', 'Donker', 'Sterke ale', 'Witbier', 'Fruitbier', 'Kruidenbier', 'Pale Ale', 'Stout', 'Saison', 'Donker abdij', 'Pils', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Fruitbier frambozen', 'Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Rood bruin', 'Kriek']	"['Fruitbier', 'Tripel', 'Pale Ale', ""Gerstewijn - Barley wine - vin d'orge"", 'Donker', 'Pils', 'Fruitbier krieken', 'Low Alcoholic Beer', 'Speciaal granenbier', 'Witbier', nan]"
omidpage	['Sterke ale']	[]
omnivore	['Amber ale', 'Blond', 'Sterke ale']	['Fruitbier']
onceblind	['Amber ale', 'Tripel', 'Sterke ale', 'Witbier']	[]
oneartisan	['Rood bruin']	[]
onehotsexychic	[]	[]
onkelgobber	['Quadrupel', 'Dubbel abdij']	['Fruitbier']
onlyrocknroll	['Quadrupel', 'Sterke ale donker', 'Saison', 'Pils', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	['Fruitbier krieken', 'Pils']
onnob	['Quadrupel']	[]
ontario102	['Saison', 'Rood bruin', 'IPA', 'Ale', 'Dubbel abdij']	[]
ontbeermaker	['Tripel', 'Sterke ale', 'Fruitbier krieken', 'Amber ale', 'Aperitiefbier']	[]
onystrom	['Sterke ale blond', 'Sterke ale', 'Quadrupel', 'Donker']	[]
oobawa	['Wilde ale', 'Tripel', 'Sterke ale', 'Rood bruin']	['Quadrupel']
opiate	['Sterke ale', 'Dubbel abdij']	[]
orangelazarus	['Amber ale', 'Tripel']	['Tripel']
orangesol	['Quadrupel']	[]
oreogobbler	['Tripel']	[]
organicjack	[]	['Fruitbier passie en mango']
orville	['Quadrupel', 'Sterke ale', 'Donker']	[]
osmg95	['Tripel']	[]
osu97gp	['Fruitbier', 'Quadrupel']	[]
otakuden	['Quadrupel', 'Tripel', 'Blond', 'Wilde ale', 'Sterke ale donker', 'Rood bruin', 'Witbier']	[]
oteyj	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Rood bruin', 'IPA', 'Gueuze', 'Amber ale', 'Dubbel abdij']	[]
outerupt	[]	[]
outlaw99	[]	['Sterke ale']
ownch411	['Sterke ale']	[]
paco	['Tripel']	['Fruitbier']
pacond	['Witbier']	[]
padrefan98	['Quadrupel', 'IPA', 'Dubbel abdij']	[]
paiste2002	['Quadrupel', 'Tripel', 'Rood bruin']	[]
pantanap	['Quadrupel', 'Tripel', 'Gueuze', 'Sterke ale']	[]
papajohn	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Dubbel abdij']	['Fruitbier']
papat444	['Rood bruin']	[]
parkerman	['Tripel']	[]
pastemaker	['Quadrupel']	[]
patrick767	['Quadrupel', 'Dubbel', 'Tripel', 'Blond', 'Lambiek', 'Donker', 'Amber', 'Sterke ale', 'Ale', 'Witbier']	['Tripel', 'Pils', 'Sterke ale']
patrick820	['Sterke ale']	[]
patrickfannon	['Donker', 'Wilde ale', 'Sterke ale', 'Dubbel abdij']	[]
patricks110	['Fruitbier', 'Wilde ale', 'Tripel', 'Donker', 'Sterke ale', 'Ale']	[]
patty26	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
paul9639	['Amber ale', 'Quadrupel', 'Sterke ale']	[]
paultheguru	['Tripel', 'Sterke ale', 'Witbier']	[]
paulvi	['Tripel']	[]
paysano99	['Sterke ale']	[]
paysse	['Dubbel']	[]
paytoplay	['Wilde ale', 'Quadrupel', 'Tripel']	[]
pb_destroyer	['Sterke ale']	[]
pbjclimber	['Witbier']	[]
pbrick	[]	[]
pchiodo	['Quadrupel']	[]
pellegjr	['Tripel', 'Sterke ale', 'Rood bruin']	[]
pennywhistle	['Scotch']	[]
pepperford	['Amber ale', 'IPA']	[]
pepsican	['Quadrupel', 'Tripel', 'Wilde ale', 'Sterke ale', 'Amber ale', 'Dubbel abdij']	['Blond', 'Rood bruin']
peridot	['Rood bruin']	[]
pet3rman	['Scotch', 'Witbier', 'Sterke ale', 'Rood bruin']	[]
pete4999	['Tripel', 'Sterke ale', 'Dubbel abdij']	[]
petedawg	['Dubbel']	[]
petefenelon	[]	['Donker']
peteinSD	['Amber ale', 'Aperitiefbier']	[]
petematte46	['Amber ale']	[]
peter	['Amber ale', 'Wilde ale', 'Rood bruin']	[]
peterlueb	['Rood bruin']	[]
petermadsen	['Rood bruin', 'Tripel', 'Sterke ale', 'Dubbel abdij']	[]
peterstrongale	['Amber ale']	[]
petexner	['Dubbel', 'Tripel']	[]
petzdrgonizbk	['Quadrupel', 'Tripel', 'Dubbel abdij']	[]
pfhyde	['Blond']	[]
pforei	['Amber ale', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
pfr	['Tripel']	[]
pfriesen	['Amber ale', 'Tripel', 'Sterke ale']	[]
phaleslu	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin', 'Gueuze', 'Witbier', 'Dubbel abdij']	['Saison']
phantomtwister	['Tripel']	[]
philbertk	['Blond', 'Sterke ale']	[]
phillybeer7779	['Quadrupel']	['Fruitbier']
phillymonksman	['Quadrupel', 'Sterke ale']	[]
philtom15	['Rood bruin']	[]
philvil	['Amber ale']	[]
phishpond417	['Quadrupel', 'Tripel', 'Blond', 'Sterke ale', 'Rood bruin', 'Ale', 'Dubbel abdij']	[]
phllybeer29	['Quadrupel']	[]
phredrik	['Amber ale', 'Quadrupel', 'Tripel']	[]
pickled	['Blond', 'Ale', 'Sterke ale']	[]
picknbrew	['Tripel', 'Sterke ale']	[]
pieterke	['Quadrupel']	[]
pilgrimoutlaw	['Quadrupel', 'Tripel', 'Sterke ale', 'Rood bruin']	[]
pilif	['Quadrupel']	[]
pilsnerrogge	['Fruitbier', 'Dubbel', 'Tripel', 'Blond', 'Sterke ale', 'IPA', 'Rood bruin', 'Fruitbier krieken', 'Gueuze', 'Ale', 'Amber ale']	['Fruitbier']
pineybob	[]	[]
pineypower	['Quadrupel', 'Tripel', 'Sterke ale', 'Donker']	[]
pinkano	['Sterke ale']	[]
pinkzambia	['Quadrupel', 'Sterke ale', 'Rood bruin']	[]
pintbypint	['Dubbel', 'Tripel', 'Wilde ale', 'Saison', 'Sterke ale', 'Rood bruin', 'Witbier', 'Dubbel abdij', 'Aperitiefbier']	['Pils', 'Speciaal granenbier', 'Donker']
pintocb	['Quadrupel', 'Fruitbier', 'Tripel', 'Wilde ale', 'Blond', 'Sterke ale', 'Rood bruin', 'IPA', 'Witbier', 'Amber ale']	[]
pintsize	['Quadrupel', 'IPA', 'Rood bruin']	['Fruitbier']
piscator34	['Quadrupel', 'Tripel', 'Blond', 'Saison', 'Sterke ale', 'Rood bruin', 'Ale', 'Witbier', 'Amber ale', 'Fruitbier frambozen', 'Aperitiefbier']	['Fruitbier']
pistolpete	['Tripel']	[]
pivnizub	['Dubbel', 'Tripel', 'Blond', 'Wilde ale', 'Pils', 'Sterke ale', 'Rood bruin', 'IPA', 'Ale', 'Amber ale', 'Dubbel abdij']	['Stout']
pivo	['Quadrupel', 'Fruitbier', 'Tripel', 'Blond', 'Wilde ale', 'Lambiek', 'Sterke ale', 'Rood bruin', 'Fruitbier krieken', 'Speciaal granenbier', 'Ale', 'Witbier', 'Amber ale', 'Dubbel abdij', 'Aperitiefbier']	['Tripel', 'Pils', 'Ale']
piwodevo	['Sterke ale']	[]
pixeljunkie	['Quadrupel']	[]
pj1855	['Tripel', 'Sterke ale']	['Tripel']
pjk33	['Sterke ale']	[]
pjmater	['Dubbel abdij']	[]
pjweaver	['Tripel', 'Rood bruin']	[]
pjyielder	['Quadrupel']	[]
pkbites	['Sterke ale blond']	[]
pkbrett255	['Quadrupel']	[]
plaidtopia	['Quadrupel']	[]
planky84	['Quadrupel', 'Tripel', 'Wilde ale', 'Scotch', 'Rood bruin', 'Gueuze', 'Ale', 'Amber ale', 'Dubbel abdij']	['Gueuze']
pman	[]	['Fruitbier']
pmarren144	['Quadrupel']	[]
pnista	['Quadrupel', 'Donker', 'Sterke ale', 'Rood bruin', 'IPA', 'Amber ale', 'Dubbel abdij']	[]
pobenohne	['Quadrupel', 'Tripel', 'Donker', 'Sterke ale', 'Amber ale']	[]
poisoneddwarf	['Quadrupel', 'Tripel', 'Saison', 'Sterke ale', 'Rood bruin']	[]
polomagnifico	['Quadrupel', 'Tripel', 'Rood bruin']	[]
pompelmoes	['Quadrupel', 'Wilde ale', 'Blond', 'Kerstbier', 'Ale', 'Aperitiefbier']	[]
ponyfizz	['Sterke ale']	[]
poolboy	['Quadrupel']	[]
pootzboy	['Fruitbier', 'Quadrupel', 'Blond', 'Dubbel', 'Pils', 'Sterke ale', 'Rood bruin', 'Amber ale']	[]
popery	['Scotch', 'Quadrupel', 'Tripel', 'Sterke ale']	[]
popilius	['Quadrupel']	[]
popkow	['Amber ale', 'Dubbel', 'Donker']	[]
portableparty	['Quadrupel', 'Tripel', 'Blond', 'Rood bruin', 'Aperitiefbier']	[]
porterdude	['Quadrupel', 'Pils']	[]
porterhouse	['Quadrupel', 'Sterke ale', 'IPA', 'Rood bruin', 'Scotch', 'Dubbel abdij']	[]
portermax55	['Donker']	[]
portney	['Quadrupel']	[]
posikyle	['Sterke ale']	[]
possumjc	['Sterke ale']	[]
potbeercollege	['Quadrupel', 'Sterke ale', 'Witbier', 'Amber ale', 'Dubbel abdij']	[]
pottygok	['Rood bruin', 'Dubbel abdij']	[]
